STOP_FRISK_ID,STOP_FRISK_DATE,Stop Frisk Time,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,RECORD_STATUS_CODE,ISSUING_OFFICER_RANK,ISSUING_OFFICER_COMMAND_CODE,SUPERVISING_OFFICER_RANK,SUPERVISING_OFFICER_COMMAND_CODE,SUPERVISING_ACTION_CORRESPONDING_ACTIVITY_LOG_ENTRY_REVIEWED,LOCATION_IN_OUT_CODE,JURISDICTION_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECTED_CRIME_DESCRIPTION,STOP_DURATION_MINUTES,OFFICER_EXPLAINED_STOP_FLAG,OFFICER_NOT_EXPLAINED_STOP_DESCRIPTION,OTHER_PERSON_STOPPED_FLAG,SUSPECT_ARRESTED_FLAG,SUSPECT_ARREST_OFFENSE,SUMMONS_ISSUED_FLAG,SUMMONS_OFFENSE_DESCRIPTION,OFFICER_IN_UNIFORM_FLAG,ID_CARD_IDENTIFIES_OFFICER_FLAG,SHIELD_IDENTIFIES_OFFICER_FLAG,VERBAL_IDENTIFIES_OFFICER_FLAG,FRISKED_FLAG,SEARCHED_FLAG,OTHER_CONTRABAND_FLAG,FIREARM_FLAG,KNIFE_CUTTER_FLAG,OTHER_WEAPON_FLAG,WEAPON_FOUND_FLAG,PHYSICAL_FORCE_CEW_FLAG,PHYSICAL_FORCE_DRAW_POINT_FIREARM_FLAG,PHYSICAL_FORCE_HANDCUFF_SUSPECT_FLAG,PHYSICAL_FORCE_OC_SPRAY_USED_FLAG,PHYSICAL_FORCE_OTHER_FLAG,PHYSICAL_FORCE_RESTRAINT_USED_FLAG,PHYSICAL_FORCE_VERBAL_INSTRUCTION_FLAG,PHYSICAL_FORCE_WEAPON_IMPACT_FLAG,BACKROUND_CIRCUMSTANCES_VIOLENT_CRIME_FLAG,BACKROUND_CIRCUMSTANCES_SUSPECT_KNOWN_TO_CARRY_WEAPON_FLAG,SUSPECTS_ACTIONS_CASING_FLAG,SUSPECTS_ACTIONS_CONCEALED_POSSESSION_WEAPON_FLAG,SUSPECTS_ACTIONS_DECRIPTION_FLAG,SUSPECTS_ACTIONS_DRUG_TRANSACTIONS_FLAG,SUSPECTS_ACTIONS_IDENTIFY_CRIME_PATTERN_FLAG,SUSPECTS_ACTIONS_LOOKOUT_FLAG,SUSPECTS_ACTIONS_OTHER_FLAG,SUSPECTS_ACTIONS_PROXIMITY_TO_SCENE_FLAG,SEARCH_BASIS_ADMISSION_FLAG,SEARCH_BASIS_CONSENT_FLAG,SEARCH_BASIS_HARD_OBJECT_FLAG,SEARCH_BASIS_INCIDENTAL_TO_ARREST_FLAG,SEARCH_BASIS_OTHER_FLAG,SEARCH_BASIS_OUTLINE_FLAG,DEMEANOR_CODE,DEMEANOR_OF_PERSON_STOPPED,SUSPECT_REPORTED_AGE,SUSPECT_SEX,SUSPECT_RACE_DESCRIPTION,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,SUSPECT_EYE_COLOR,SUSPECT_HAIR_COLOR,SUSPECT_OTHER_DESCRIPTION,STOP_LOCATION_PRECINCT,STOP_LOCATION_SECTOR_CODE,STOP_LOCATION_APARTMENT,STOP_LOCATION_FULL_ADDRESS,STOP_LOCATION_PREMISES_NAME,STOP_LOCATION_STREET_NAME,STOP_LOCATION_X,STOP_LOCATION_Y,STOP_LOCATION_ZIP_CODE,STOP_LOCATION_PATROL_BORO_NAME,STOP_LOCATION_BORO_NAME
5337,6/19/2018,20:35:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,808,SGT,808,Y,,H,Housing,1,CRIMINAL POSSESSION OF MARIHUANA,5,Y,,Y,N,,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,APPARENTLY NORMAL,26,FEMALE,BLACK,4.11,150,HEA,BRO,BRO,,43,A,,872 ROSEDALE AVENUE,,ROSEDALE AVENUE,1021028,239055,,PBBX,BRONX
5338,6/19/2018,4:35:00,2018,June,Tuesday,Based on Self Initiated,APP,SGT,43,LT,43,Y,O,,,1,CRIMINAL MISCHIEF,10,Y,,N,Y,CRIMINAL MISCHIEF,N,,Y,,,,N,Y,N,,,,N,,,Y,,,,Y,,,,,,,,,,Y,Y,,,,Y,,,DE,"SWEATING, NERVOUS",52,MALE,WHITE HISPANIC,5.11,170,MED,BRO,BLK,,43,A,,BRUCKNER BOULEVARD && FTELEY AVENUE,,BRUCKNER BOULEVARD,1020085,239815,,PBBX,BRONX
5339,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,44,SGT,44,Y,,,,1,ROBBERY,10,Y,,Y,N,,N,,N,,,V,N,N,N,,,,N,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,DE,NERVOUS,19,MALE,BLACK,5.9,170,THN,BRO,BLK,,44,B,,EAST 165 STREET && JEROME AVENUE,,EAST 165 STREET,1004904,242634,,PBBX,BRONX
5340,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,44,SGT,44,Y,,,,1,ROBBERY,10,Y,,Y,N,,N,,N,,,V,N,N,N,,,,N,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,DE,UNCOOPERATIVE,17,MALE,WHITE HISPANIC,5.9,160,THN,BRO,BRO,,44,B,,EAST 165 STREET && JEROME AVENUE,,EAST 165 STREET,1004904,242634,,PBBX,BRONX
5341,6/19/2018,1:37:00,2018,June,Tuesday,Based on Radio Run,APP,POM,807,SGT,807,Y,O,P,PSB,1,ROBBERY,23,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,"APPARENTLY NORMAL, COOPERATIVE",25,MALE,BLACK,6.3,175,U,BRO,BLK,UNKNOWN,44,C,,WEBSTER AVENUE && EAST 168 STREET,,WEBSTER AVENUE,1009261,242513,,PBBX,BRONX
5342,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,44,SGT,44,Y,O,,,1,ROBBERY,10,Y,,Y,Y,OTHER,N,,N,I,S,V,N,N,N,,,,N,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,DE,REFUSED TO COMPLY WITH LAWFUL ORDER,22,MALE,BLACK,5.1,180,U,BRO,BLK,,44,B,,EAST 165 STREET && JEROME AVENUE,,EAST 165 STREET,1004904,242634,,PBBX,BRONX
5343,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,44,SGT,44,Y,,,,1,ROBBERY,10,Y,,Y,N,,N,,N,,S,V,N,N,N,,,,N,,,,,,,Y,,,,Y,,Y,,,,,Y,,,,,,,DE,HOSTILE,21,MALE,BLACK,6.1,175,THN,BRO,BLK,,44,B,,EAST 165 STREET && JEROME AVENUE,,EAST 165 STREET,1004904,242634,,PBBX,BRONX
5344,6/19/2018,23:55:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,183,LT,183,Y,O,P,PSB,1,CPW,30,Y,,N,N,,N,,N,,S,V,Y,Y,N,,Y,,Y,,,Y,,,Y,Y,,,,,Y,,,,,,Y,,,Y,,,,DE,"AGITATED, ANNOYED, NON-COMPLIANT",34,MALE,BLACK HISPANIC,5.11,175,THN,BRO,BRO,,44,B,,WEST 165 STREET && OGDEN AVENUE,,WEST 165 STREET,1004025,243286,,PBBX,BRONX
5345,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,45,SGT,45,Y,I,P,PSB,0,BURGLARY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,CALM,26,MALE,WHITE,6.2,220,U,BRO,BLK,ARM SLEEVES,45,G,,3009 MIDDLETOWN ROAD,,MIDDLETOWN ROAD,1031273,246808,,PBBX,BRONX
5346,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,45,SGT,45,Y,I,,,0,BURGLARY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,CALM,43,MALE,WHITE,5.11,230,U,BRO,BLD,ARM SLEEVE,45,G,,3009 MIDDLETOWN ROAD,,MIDDLETOWN ROAD,1031273,246808,,PBBX,BRONX
5347,6/19/2018,2:30:00,2018,June,Tuesday,Based on Radio Run,APP,POM,45,SGT,45,Y,I,,,0,BURGLARY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,CALM,41,MALE,WHITE,6.4,230,U,BRO,BRO,SLEEVE,45,G,,3009 MIDDLETOWN ROAD,,MIDDLETOWN ROAD,1031273,246808,,PBBX,BRONX
5348,6/19/2018,23:18:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,425,LSA,425,Y,O,P,PSB,1,CPW,2,Y,,N,Y,CPW,N,,N,,S,V,Y,Y,N,Y,,,Y,,,,,,,Y,,,,,Y,,,,,,,,,,,,Y,DE,NERVOUS,19,MALE,BLACK,4.11,170,HEA,BRO,BLK,,46,A,,WALTON AVENUE && EAST TREMONT AVENUE,,WALTON AVENUE,1009588,249449,,PBBX,BRONX
5349,6/19/2018,4:35:00,2018,June,Tuesday,Based on C/W on Scene,APP,POM,52,SGT,52,Y,,,,0,ROBBERY,11,Y,,N,Y,GRAND LARCENY,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,,Y,,,,,,,DE,COOPERATIVE,26,MALE,BLACK,5.9,160,THN,BRO,BLN,,52,A,3E,2538 GRAND AVENUE,,GRAND AVENUE,1011544,254566,,PBBX,BRONX
5350,6/19/2018,18:10:00,2018,June,Tuesday,Based on Radio Run,APP,POM,67,SGT,67,Y,I,P,PSB,1,CPW,2,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,CALM,27,MALE,BLACK,5.6,180,MED,BRO,BLK,,67,C,4,9720 KINGS HIGHWAY,,KINGS HIGHWAY,1006537,180198,,PBBS,BROOKLYN
5351,6/19/2018,17:08:00,2018,June,Tuesday,Based on Radio Run,APP,POM,67,SGT,67,Y,I,P,PSB,3,CPW,3,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,COMPLIANT,19,MALE,WHITE HISPANIC,5.5,150,MED,BLK,BRO,,67,C,,9720 KINGS HIGHWAY,,KINGS HIGHWAY,1006537,180198,,PBBS,BROOKLYN
5352,6/19/2018,13:30:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,73,SGT,73,N,,,,1,PETIT LARCENY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,DE,NERVOUS,15,MALE,BLACK,5.5,120,THN,BRO,BLK,,73,C,,EAST NEW YORK AVENUE && CHRISTOPHER AVENUE,,EAST NEW YORK AVENUE,1010059,184841,,PBBN,BROOKLYN
5353,6/19/2018,13:30:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,73,SGT,73,N,,,,1,PETIT LARCENY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,DE,NERVOUS,15,MALE,BLACK,5.5,120,THN,BRO,BLK,,73,C,,EAST NEW YORK AVENUE && CHRISTOPHER AVENUE,,EAST NEW YORK AVENUE,1010059,184841,,PBBN,BROOKLYN
5354,6/19/2018,13:30:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,73,SGT,73,N,,,,1,PETIT LARCENY,10,Y,,Y,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,Y,,,,,Y,,,,,,,,,DE,NERVOUS,14,MALE,BLACK,5.5,120,THN,BRO,BLK,,73,C,,EAST NEW YORK AVENUE && CHRISTOPHER AVENUE,,EAST NEW YORK AVENUE,1010059,184841,,PBBN,BROOKLYN
5355,6/19/2018,16:50:00,2018,June,Tuesday,Based on Radio Run,APP,POM,73,SGT,73,N,O,P,PSB,1,CPW,10,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,,,Y,,,,,,,DE,CALM,43,MALE,BLACK,5.1,200,MED,BRO,BLK,NUMEROUS TATTOOS ON BOTH ARMS,73,B,,CHESTER STREET && EAST NEW YORK AVENUE,,CHESTER STREET,1008601,184002,,PBBN,BROOKLYN
5356,6/19/2018,16:45:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,73,SGT,73,N,O,P,PSB,3,OTHER,5,Y,,Y,Y,OTHER,N,,N,,S,V,N,Y,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,Y,,DE,AGGRESSIVE,22,MALE,BLACK,6.3,200,U,BLK,BLK,UNKNOWN,73,D,,ROCKAWAY AVENUE && LINDEN BOULEVARD,,ROCKAWAY AVENUE,1010078,177827,,PBBN,BROOKLYN
5357,6/19/2018,16:45:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,73,SGT,73,Y,,,,0,OTHER,3,Y,,N,Y,CRIMINAL POSSESSION OF FORGED INSTRUMENT,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,AGGRESSIVE,22,MALE,BLACK,6.3,200,U,BLK,BLK,"T-SHIRT, SHORTS",73,D,,ROCKAWAY AVENUE && LINDEN BOULEVARD,,ROCKAWAY AVENUE,1010078,177827,,PBBN,BROOKLYN
5358,6/19/2018,15:50:00,2018,June,Tuesday,Based on Radio Run,APP,POM,75,SGT,75,Y,O,P,PSB,0,ASSAULT,15,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,Y,,,,,,,,,,,,,DE,CALM,,MALE,BLACK,5.9,190,MED,BRO,BLK,,75,C,,LIBERTY AVENUE && DOSCHER STREET,,LIBERTY AVENUE,1019393,186243,,PBBN,BROOKLYN
5359,6/19/2018,15:45:00,2018,June,Tuesday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,O,P,PSB,1,ROBBERY,1,Y,,Y,Y,MENACING,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,Y,,,DE,AGITATED,22,MALE,WHITE HISPANIC,5.9,170,U,BRO,BLK,UNK,75,E,,528 GATEWAY DRIVE,,GATEWAY DRIVE,1017036,183890,,PBBN,BROOKLYN
5360,6/19/2018,15:45:00,2018,June,Tuesday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,O,P,PSB,1,ROBBERY,1,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,Y,,,,,,,,DE,AGITATED,17,MALE,BLACK,5.4,155,MED,BLK,BLK,,75,E,,528 GATEWAY DRIVE,,GATEWAY DRIVE,1017036,183890,,PBBN,BROOKLYN
5361,6/19/2018,15:45:00,2018,June,Tuesday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,ROBBERY,1,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,,,,,Y,,,,,,,,DE,AGITATED,17,MALE,BLACK,5.5,160,MED,BLK,BLK,,75,E,,528 GATEWAY DRIVE,,GATEWAY DRIVE,1017036,183890,,PBBN,BROOKLYN
5362,6/19/2018,15:45:00,2018,June,Tuesday,Based on C/W on Scene,APP,POM,75,SGT,75,Y,,P,PSB,1,ROBBERY,1,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,,,,DE,AGITATED,22,MALE,BLACK,6.1,185,U,BLK,BLK,,75,E,,528 GATEWAY DRIVE,,GATEWAY DRIVE,1017036,183890,,PBBN,BROOKLYN
5363,6/19/2018,17:40:00,2018,June,Tuesday,Based on Radio Run,APP,POM,88,SGT,88,Y,,P,PSB,1,ASSAULT,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,DE,UPSET,27,MALE,BLACK,6.2,180,U,BRO,BLK,,88,A,,FULTON STREET && WAVERLY AVENUE,,FULTON STREET,993717,188211,,PBBN,BROOKLYN
5364,6/19/2018,17:40:00,2018,June,Tuesday,Based on Radio Run,APP,POM,88,SGT,88,Y,O,P,PSB,1,ASSAULT,5,Y,,Y,N,,N,,Y,,,,Y,N,N,,,,N,,,Y,,,,,,Y,,,,,,,,,Y,,,,,,,DE,UPSET,30,MALE,BLACK,5.8,190,MED,BRO,BLD,,88,A,,FULTON STREET && WAVERLY AVENUE,,FULTON STREET,993717,188211,,PBBN,BROOKLYN
5365,6/19/2018,15:13:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,90,LT,90,N,O,P,PSB,2,PETIT LARCENY,6,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,20,MALE,BLACK HISPANIC,5.1,180,MED,BRO,BLK,,90,C,,HUMBOLDT STREET && MESEROLE STREET,,HUMBOLDT STREET,1000430,197309,,PBBN,BROOKLYN
5366,6/19/2018,15:12:00,2018,June,Tuesday,Based on Self Initiated,APP,POM,90,LT,90,Y,,P,PSB,2,PETIT LARCENY,6,Y,,Y,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,CALM,34,MALE,BLACK,6.2,210,THN,BRO,BLK,,90,C,,HUMBOLDT STREET && MESEROLE STREET,,HUMBOLDT STREET,1000430,197309,,PBBN,BROOKLYN
5367,6/19/2018,15:26:00,2018,June,Tuesday,Based on Radio Run,APP,POM,103,SGT,103,Y,O,P,PSB,1,GRAND LARCENY,3,Y,,N,N,,N,,N,,S,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,Y,,,,,,,DE,CALM,16,MALE,BLACK,5.1,145,THN,BLK,BLK,,103,A,,HILLSIDE AVENUE && 153 STREET,,HILLSIDE AVENUE,1038453,196999,,PBQS,QUEENS
5368,6/19/2018,15:05:00,2018,June,Tuesday,Based on Radio Run,APP,POM,866,LT,866,Y,,,,1,GRAND LARCENY,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,RESPESTFUL AND COMPLIANT.,12,MALE,WHITE HISPANIC,5.6,130,MED,BLK,BLK,"WEARING RED SHIRT, DARK COLOR PANTS, BLACK BOOK BAG",107,C,,VANWYCK EXPRESSWAY && 87 AVENUE,,VANWYCK EXPRESSWAY,1034583,196421,,PBQS,QUEENS
5369,6/19/2018,23:18:00,2018,June,Tuesday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,P,PSB,1,CPW,5,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,,,,DE,CALM,26,MALE,WHITE HISPANIC,6,180,THN,BLK,BLK,T-SHIRT AND SHORTS,110,C,,103 STREET && CORONA AVENUE,,103 STREET,1023083,210412,,PBQN,QUEENS
5370,6/19/2018,23:20:00,2018,June,Tuesday,Based on Radio Run,APP,POM,110,SGT,110,Y,O,P,PSB,4,CPW,1,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,DE,CALM,20,MALE,WHITE HISPANIC,5.4,140,THN,BRO,BLK,SHIRT AND SHORTS,110,C,,103 STREET && CORONA AVENUE,,103 STREET,1023083,210412,,PBQN,QUEENS
5371,6/19/2018,20:10:00,2018,June,Tuesday,Based on Radio Run,APP,POM,114,SGT,114,Y,,P,PSB,1,PETIT LARCENY,5,Y,,N,Y,CPW,N,,N,,S,V,N,Y,N,,Y,,Y,,,Y,,,,,,,,,,Y,,,,,Y,,,,Y,,,DE,AGITATED,19,MALE,BLACK,6,160,THN,BRO,BLK,"TAN BASEBALL CAP, BLACK T-SHIRT, GRAY SHORTS, GRAY AND WHITE SNEAKERS",114,A,,42-16 30 AVENUE,,30 AVENUE,1008298,217282,,PBQN,QUEENS
5372,6/20/2018,7:03:00,2018,June,Wednesday,Based on Radio Run,APP,POM,1,SGT,1,Y,,P,PSB,1,PETIT LARCENY,7,Y,,N,Y,PETIT LARCENY,N,,Y,,,,N,Y,N,,,,N,,,,,,,Y,,,,,,Y,,,,Y,Y,,,,Y,,,DE,CALM,24,MALE,WHITE HISPANIC,5.1,150,THN,BRO,BLK,GREY AND GREEN HOODIE,1,D,,MERCER STREET && HOWARD STREET,,MERCER STREET,983634,201716,,PBMS,MANHATTAN
5373,6/20/2018,18:18:00,2018,June,Wednesday,Based on Radio Run,APP,POM,7,SGT,7,Y,O,P,PSB,1,ROBBERY,8,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,FRIGHTENED,19,MALE,BLACK,6.2,170,THN,ZZZ,BLK,"UNK TATTOO ON RIGHT ARM, WHITE TEE SHIRT, BLUE SWEAT PANTS",7,A,,MONTGOMERY STREET && MADISON STREET,,MONTGOMERY STREET,988392,199070,,PBMS,MANHATTAN
5374,6/20/2018,22:19:00,2018,June,Wednesday,Based on C/W on Scene,APP,POM,9,SGT,9,Y,,,,1,PETIT LARCENY,15,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,Y,,,,,DE,INTOXICATED,44,FEMALE,WHITE HISPANIC,5.6,165,MED,BRO,BRO,,9,B,,217 AVENUE A,,AVENUE A,989608,205238,,PBMS,MANHATTAN
5375,6/20/2018,18:35:00,2018,June,Wednesday,Based on Self Initiated,APP,POM,860,LSA,860,Y,S,,,3,ROBBERY,15,Y,,N,N,,N,,Y,,,,Y,Y,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,Y,,,,,DE,AGITATED,52,MALE,BLACK,5.9,195,U,BRO,BLD,"YANKEE HAT,  MUSTACHE, ACNE",18,H,,WEST 58 STREET && COLUMBUS CIRCLE,,WEST 58 STREET,988451,217993,,PBMS,MANHATTAN
5376,6/20/2018,2:42:00,2018,June,Wednesday,Based on Radio Run,APP,POM,20,SGT,20,Y,O,P,PSB,0,PETIT LARCENY,7,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,DE,ANGRY,,MALE,WHITE,,,THN,,BLD,"NAVY BLUE T-SHIRT, NO SHOES, SHORTS ARMY FATIGUES",24,C,,886 AMSTERDAM AVENUE,,AMSTERDAM AVENUE,993400,230284,,PBMN,MANHATTAN
5377,6/20/2018,17:50:00,2018,June,Wednesday,Based on Radio Run,APP,POM,32,LT,32,Y,O,,,1,CPW,5,Y,,N,N,,N,,N,,S,,Y,N,N,,,,N,,,Y,,,,Y,,,,,,,,,,Y,Y,,,,,,,DE,CONFUSED,40,MALE,WHITE,6,220,MED,BRO,BRO,,32,B,,BRADHURST AVENUE && WEST 144 STREET,,BRADHURST AVENUE,999886,238988,,PBMN,MANHATTAN
5378,6/20/2018,10:08:00,2018,June,Wednesday,Based on Self Initiated,APP,POF,807,SGT,807,Y,I,H,Housing,5,CRIMINAL TRESPASS,10,Y,,N,Y,CRIMINAL TRESPASS,N,,Y,,,,N,Y,Y,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,Y,,,DE,CALM,15,MALE,BLACK,5.5,160,MED,BRO,BLK,NONE,40,B,,414 MORRIS AVENUE,,MORRIS AVENUE,1005331,236446,,PBBX,BRONX
5379,6/20/2018,22:26:00,2018,June,Wednesday,Based on Radio Run,APP,POM,41,SGT,41,Y,O,,,1,CPW,7,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,,,,Y,Y,,,,,,,,,,,,DE,COOPERATIVE,34,MALE,WHITE HISPANIC,5.9,250,HEA,BRO,BLK,N/A,41,A,,910 FAILE STREET,,FAILE STREET,1015264,238055,,PBBX,BRONX
5380,6/20/2018,18:12:00,2018,June,Wednesday,Based on Radio Run,APP,POM,43,SGT,43,Y,,P,PSB,1,AUTO STRIPPIG,2,Y,,N,Y,AUTO STRIPPIG,N,,Y,,,,N,N,N,,,,N,,,,,,Y,,,,,,,Y,,,Y,,Y,,,,,,,DE,COMPLIANT/ CALM,20,MALE,BLACK,5.11,165,MED,BRO,BLK,WHITE T-SHIRT,43,B,,SEABURY AVENUE && ELLIS AVENUE,,SEABURY AVENUE,1028017,243133,,PBBX,BRONX
5381,6/20/2018,21:46:00,2018,June,Wednesday,Based on Self Initiated,APP,POM,808,LT,808,N,I,H,Housing,2,OTHER,2,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,Y,,,,,,,,,,,,N/A,N/A,49,MALE,WHITE HISPANIC,5.9,160,THN,BRO,GRY,,43,C,,1048 BOYNTON AVENUE,,BOYNTON AVENUE,1018186,239885,,PBBX,BRONX
5382,6/20/2018,23:59:00,2018,June,Wednesday,Based on Radio Run,APP,POM,864,SGT,864,Y,O,P,PSB,1,ROBBERY,10,Y,,N,Y,ROBBERY,N,,Y,,,,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,,,,,,,,DE,NERVOUS,14,MALE,BLACK,5.6,120,MED,BRO,BLK,,44,E,,15 EAST 167 STREET,,EAST 167 STREET,1005900,243829,,PBBX,BRONX
5383,6/20/2018,9:40:00,2018,June,Wednesday,Based on Radio Run,APP,POM,47,SGT,47,Y,O,,,10,PETIT LARCENY,5,Y,,N,N,,N,,Y,,,,Y,N,N,,,,N,,,,,,Y,Y,,,Y,,,,,,,Y,,,,,,,,DE,ANGRY,25,MALE,BLACK,5.7,145,THN,BRO,BLK,MULTI COLOR JOGGING SIUT,47,A,,EAST 216 STREET && WHITE PLAINS ROAD,,EAST 216 STREET,1021874,260446,,PBBX,BRONX
5384,6/20/2018,23:55:00,2018,June,Wednesday,Based on Radio Run,APP,POM,48,SGT,48,Y,,,,2,MURDER,3,Y,,N,N,,N,,N,,S,V,Y,N,N,,,,N,,,,,,,Y,,Y,,,,Y,,,,,Y,,,,,,,DE,COOPERATIVE,25,MALE,BLACK HISPANIC,5.11,215,MED,BLK,BLK,,48,B,,EAST 183 STREET && BATHGATE AVENUE,,EAST 183 STREET,1014182,250654,,PBBX,BRONX
5385,6/20/2018,17:50:00,2018,June,Wednesday,Based on Self Initiated,APP,POF,49,SGT,49,Y,O,P,PSB,3,GRAND LARCENY AUTO,10,Y,,N,N,,N,,Y,,,,N,N,N,,,,N,,,,,,,Y,,,,,,,,,,Y,,,,,,,,DE,"CALM, AND COOPERATIVE",31,MALE,BLACK,5.11,250,HEA,BRO,BLK,"NAVY BLUE T-SHIRT, NAVY BLUE PANTS, DARK COLORED SHOES",49,C,,2970 BRONX PARK EAST,,BRONX PARK EAST,1020064,255930,,PBBX,BRONX
5386,6/20/2018,1:25:00,2018,June,Wednesday,Based on Radio Run,APP,POM,73,SGT,73,Y,O,P,PSB,1,ASSAULT,5,Y,,N,Y,ASSAULT,N,,N,,S,V,Y,Y,N,,,,N,,,,,,,Y,,Y,,,Y,Y,,,,,Y,,,,Y,,,DE,"SWEATING, BLOODY, ANGRY",27,MALE,BLACK,6,250,MED,BRO,BLK,TATTOOS,73,D,,210 TAPSCOTT STREET,,TAPSCOTT STREET,1006536,180733,,PBBN,BROOKLYN
